occ_code,fips,emp,source_tag
25-2023,27,168,real:OEWS_May2025_state; renormalized to national
25-2023,28,283,real:OEWS_May2025_state; renormalized to national
25-2023,29,252,real:OEWS_May2025_state; renormalized to national
25-2023,31,388,real:OEWS_May2025_state; renormalized to national
25-2023,36,2024,real:OEWS_May2025_state; renormalized to national
25-2023,37,797,real:OEWS_May2025_state; renormalized to national
25-2023,38,231,real:OEWS_May2025_state; renormalized to national
25-2023,39,619,real:OEWS_May2025_state; renormalized to national
25-2023,40,115,real:OEWS_May2025_state; renormalized to national
25-2023,42,723,real:OEWS_May2025_state; renormalized to national
25-2023,44,52,real:OEWS_May2025_state; renormalized to national
25-2023,45,178,real:OEWS_May2025_state; renormalized to national
25-2023,47,115,real:OEWS_May2025_state; renormalized to national
25-2023,48,5483,real:OEWS_May2025_state; renormalized to national
25-2023,51,671,real:OEWS_May2025_state; renormalized to national
25-2023,53,755,real:OEWS_May2025_state; renormalized to national
25-2023,55,598,real:OEWS_May2025_state; renormalized to national
25-2023,56,105,real:OEWS_May2025_state; renormalized to national
25-2031,01,15880,real:OEWS_May2025_state; renormalized to national
25-2031,02,2790,real:OEWS_May2025_state; renormalized to national
25-2031,04,21190,real:OEWS_May2025_state; renormalized to national
25-2031,05,12890,real:OEWS_May2025_state; renormalized to national
25-2031,06,99230,real:OEWS_May2025_state; renormalized to national
25-2031,08,18310,real:OEWS_May2025_state; renormalized to national
25-2031,09,14800,real:OEWS_May2025_state; renormalized to national
25-2031,10,5360,real:OEWS_May2025_state; renormalized to national
25-2031,11,2800,real:OEWS_May2025_state; renormalized to national
25-2031,12,49810,real:OEWS_May2025_state; renormalized to national
25-2031,13,25730,real:OEWS_May2025_state; renormalized to national
25-2031,15,5590,real:OEWS_May2025_state; renormalized to national
25-2031,16,6570,real:OEWS_May2025_state; renormalized to national
25-2031,17,44670,real:OEWS_May2025_state; renormalized to national
25-2031,18,20430,real:OEWS_May2025_state; renormalized to national
25-2031,19,12310,real:OEWS_May2025_state; renormalized to national
25-2031,20,10860,real:OEWS_May2025_state; renormalized to national
25-2031,21,12780,real:OEWS_May2025_state; renormalized to national
25-2031,22,15210,real:OEWS_May2025_state; renormalized to national
25-2031,23,5540,real:OEWS_May2025_state; renormalized to national
25-2031,24,16640,real:OEWS_May2025_state; renormalized to national
25-2031,25,28460,real:OEWS_May2025_state; renormalized to national
25-2031,26,25540,real:OEWS_May2025_state; renormalized to national
25-2031,27,16020,real:OEWS_May2025_state; renormalized to national
25-2031,28,10400,real:OEWS_May2025_state; renormalized to national
25-2031,29,24380,real:OEWS_May2025_state; renormalized to national
25-2031,30,3670,real:OEWS_May2025_state; renormalized to national
25-2031,31,7170,real:OEWS_May2025_state; renormalized to national
25-2031,32,8920,real:OEWS_May2025_state; renormalized to national
25-2031,33,5860,real:OEWS_May2025_state; renormalized to national
25-2031,34,38140,real:OEWS_May2025_state; renormalized to national
25-2031,35,8120,real:OEWS_May2025_state; renormalized to national
25-2031,36,70660,real:OEWS_May2025_state; renormalized to national
25-2031,37,28620,real:OEWS_May2025_state; renormalized to national
25-2031,38,3070,real:OEWS_May2025_state; renormalized to national
25-2031,39,49540,real:OEWS_May2025_state; renormalized to national
25-2031,40,15480,real:OEWS_May2025_state; renormalized to national
25-2031,41,11730,real:OEWS_May2025_state; renormalized to national
25-2031,42,52240,real:OEWS_May2025_state; renormalized to national
25-2031,44,4910,real:OEWS_May2025_state; renormalized to national
25-2031,45,16080,real:OEWS_May2025_state; renormalized to national
25-2031,46,3360,real:OEWS_May2025_state; renormalized to national
25-2031,47,21230,real:OEWS_May2025_state; renormalized to national
25-2031,48,111660,real:OEWS_May2025_state; renormalized to national
25-2031,49,11030,real:OEWS_May2025_state; renormalized to national
25-2031,50,2450,real:OEWS_May2025_state; renormalized to national
25-2031,51,31100,real:OEWS_May2025_state; renormalized to national
25-2031,53,14880,real:OEWS_May2025_state; renormalized to national
25-2031,54,3590,real:OEWS_May2025_state; renormalized to national
25-2031,55,15910,real:OEWS_May2025_state; renormalized to national
25-2031,56,1600,real:OEWS_May2025_state; renormalized to national
25-2032,02,170,real:OEWS_May2025_state; renormalized to national
25-2032,04,661,real:OEWS_May2025_state; renormalized to national
25-2032,05,1002,real:OEWS_May2025_state; renormalized to national
25-2032,06,3265,real:OEWS_May2025_state; renormalized to national
25-2032,08,1252,real:OEWS_May2025_state; renormalized to national
25-2032,09,1913,real:OEWS_May2025_state; renormalized to national
25-2032,10,561,real:OEWS_May2025_state; renormalized to national
25-2032,12,6831,real:OEWS_May2025_state; renormalized to national
25-2032,13,1683,real:OEWS_May2025_state; renormalized to national
25-2032,16,1142,real:OEWS_May2025_state; renormalized to national
25-2032,17,2785,real:OEWS_May2025_state; renormalized to national
25-2032,18,1312,real:OEWS_May2025_state; renormalized to national
25-2032,19,641,real:OEWS_May2025_state; renormalized to national
25-2032,20,1052,real:OEWS_May2025_state; renormalized to national
25-2032,21,331,real:OEWS_May2025_state; renormalized to national
25-2032,22,1533,real:OEWS_May2025_state; renormalized to national
25-2032,23,170,real:OEWS_May2025_state; renormalized to national
25-2032,24,691,real:OEWS_May2025_state; renormalized to national
25-2032,25,3135,real:OEWS_May2025_state; renormalized to national
25-2032,26,1803,real:OEWS_May2025_state; renormalized to national
25-2032,27,881,real:OEWS_May2025_state; renormalized to national
25-2032,28,1773,real:OEWS_May2025_state; renormalized to national
25-2032,29,2003,real:OEWS_May2025_state; renormalized to national
25-2032,30,260,real:OEWS_May2025_state; renormalized to national
25-2032,31,1312,real:OEWS_May2025_state; renormalized to national
25-2032,32,150,real:OEWS_May2025_state; renormalized to national
25-2032,33,451,real:OEWS_May2025_state; renormalized to national
25-2032,34,2324,real:OEWS_May2025_state; renormalized to national
25-2032,35,100,real:OEWS_May2025_state; renormalized to national
25-2032,36,7622,real:OEWS_May2025_state; renormalized to national
25-2032,37,2654,real:OEWS_May2025_state; renormalized to national
25-2032,38,641,real:OEWS_May2025_state; renormalized to national
25-2032,39,5138,real:OEWS_May2025_state; renormalized to national
25-2032,40,1172,real:OEWS_May2025_state; renormalized to national
25-2032,41,751,real:OEWS_May2025_state; renormalized to national
25-2032,42,4848,real:OEWS_May2025_state; renormalized to national
25-2032,44,90,real:OEWS_May2025_state; renormalized to national
25-2032,45,1152,real:OEWS_May2025_state; renormalized to national
25-2032,46,361,real:OEWS_May2025_state; renormalized to national
25-2032,47,2945,real:OEWS_May2025_state; renormalized to national
25-2032,48,32302,real:OEWS_May2025_state; renormalized to national
25-2032,49,731,real:OEWS_May2025_state; renormalized to national
25-2032,50,220,real:OEWS_May2025_state; renormalized to national
25-2032,51,3506,real:OEWS_May2025_state; renormalized to national
25-2032,53,3466,real:OEWS_May2025_state; renormalized to national
25-2032,54,1002,real:OEWS_May2025_state; renormalized to national
25-2032,55,1422,real:OEWS_May2025_state; renormalized to national
25-2032,56,210,real:OEWS_May2025_state; renormalized to national
25-2051,02,112,real:OEWS_May2025_state; renormalized to national
25-2051,04,336,real:OEWS_May2025_state; renormalized to national
25-2051,05,519,real:OEWS_May2025_state; renormalized to national
25-2051,06,2555,real:OEWS_May2025_state; renormalized to national
25-2051,08,825,real:OEWS_May2025_state; renormalized to national
25-2051,09,387,real:OEWS_May2025_state; renormalized to national
25-2051,10,102,real:OEWS_May2025_state; renormalized to national
25-2051,12,1395,real:OEWS_May2025_state; renormalized to national
25-2051,13,387,real:OEWS_May2025_state; renormalized to national
25-2051,15,234,real:OEWS_May2025_state; renormalized to national
25-2051,16,183,real:OEWS_May2025_state; renormalized to national
25-2051,17,1099,real:OEWS_May2025_state; renormalized to national
25-2051,18,387,real:OEWS_May2025_state; renormalized to national
25-2051,20,356,real:OEWS_May2025_state; renormalized to national
25-2051,22,977,real:OEWS_May2025_state; renormalized to national
25-2051,23,41,real:OEWS_May2025_state; renormalized to national
25-2051,24,71,real:OEWS_May2025_state; renormalized to national
25-2051,25,723,real:OEWS_May2025_state; renormalized to national
25-2051,26,438,real:OEWS_May2025_state; renormalized to national
25-2051,27,1272,real:OEWS_May2025_state; renormalized to national
25-2051,28,112,real:OEWS_May2025_state; renormalized to national
25-2051,29,957,real:OEWS_May2025_state; renormalized to national
25-2051,31,81,real:OEWS_May2025_state; renormalized to national
25-2051,33,81,real:OEWS_May2025_state; renormalized to national
25-2051,34,1751,real:OEWS_May2025_state; renormalized to national
25-2051,35,275,real:OEWS_May2025_state; renormalized to national
25-2051,36,6332,real:OEWS_May2025_state; renormalized to national
25-2051,37,651,real:OEWS_May2025_state; renormalized to national
25-2051,38,51,real:OEWS_May2025_state; renormalized to national
25-2051,39,1171,real:OEWS_May2025_state; renormalized to national
25-2051,40,61,real:OEWS_May2025_state; renormalized to national
25-2051,41,407,real:OEWS_May2025_state; renormalized to national
25-2051,42,499,real:OEWS_May2025_state; renormalized to national
25-2051,44,122,real:OEWS_May2025_state; renormalized to national
25-2051,45,173,real:OEWS_May2025_state; renormalized to national
25-2051,47,336,real:OEWS_May2025_state; renormalized to national
25-2051,48,2046,real:OEWS_May2025_state; renormalized to national
25-2051,49,112,real:OEWS_May2025_state; renormalized to national
25-2051,50,71,real:OEWS_May2025_state; renormalized to national
25-2051,51,662,real:OEWS_May2025_state; renormalized to national
25-2051,53,835,real:OEWS_May2025_state; renormalized to national
25-2051,55,244,real:OEWS_May2025_state; renormalized to national
25-2051,56,81,real:OEWS_May2025_state; renormalized to national
25-2052,01,870,real:OEWS_May2025_state; renormalized to national
25-2052,02,320,real:OEWS_May2025_state; renormalized to national
25-2052,04,2450,real:OEWS_May2025_state; renormalized to national
25-2052,05,1430,real:OEWS_May2025_state; renormalized to national
25-2052,06,23278,real:OEWS_May2025_state; renormalized to national
25-2052,08,4010,real:OEWS_May2025_state; renormalized to national
25-2052,09,2810,real:OEWS_May2025_state; renormalized to national
25-2052,10,1070,real:OEWS_May2025_state; renormalized to national
25-2052,11,1070,real:OEWS_May2025_state; renormalized to national
25-2052,12,8739,real:OEWS_May2025_state; renormalized to national
25-2052,13,9369,real:OEWS_May2025_state; renormalized to national
25-2052,15,1270,real:OEWS_May2025_state; renormalized to national
25-2052,16,620,real:OEWS_May2025_state; renormalized to national
25-2052,17,14039,real:OEWS_May2025_state; renormalized to national
25-2052,18,3640,real:OEWS_May2025_state; renormalized to national
25-2052,19,2560,real:OEWS_May2025_state; renormalized to national
25-2052,20,1610,real:OEWS_May2025_state; renormalized to national
25-2052,21,3710,real:OEWS_May2025_state; renormalized to national
25-2052,22,4000,real:OEWS_May2025_state; renormalized to national
25-2052,23,1320,real:OEWS_May2025_state; renormalized to national
25-2052,24,2760,real:OEWS_May2025_state; renormalized to national
25-2052,25,7219,real:OEWS_May2025_state; renormalized to national
25-2052,26,4009,real:OEWS_May2025_state; renormalized to national
25-2052,27,3960,real:OEWS_May2025_state; renormalized to national
25-2052,28,2530,real:OEWS_May2025_state; renormalized to national
25-2052,29,2860,real:OEWS_May2025_state; renormalized to national
25-2052,30,560,real:OEWS_May2025_state; renormalized to national
25-2052,31,1900,real:OEWS_May2025_state; renormalized to national
25-2052,32,430,real:OEWS_May2025_state; renormalized to national
25-2052,33,1110,real:OEWS_May2025_state; renormalized to national
25-2052,34,11609,real:OEWS_May2025_state; renormalized to national
25-2052,35,880,real:OEWS_May2025_state; renormalized to national
25-2052,36,21128,real:OEWS_May2025_state; renormalized to national
25-2052,37,4429,real:OEWS_May2025_state; renormalized to national
25-2052,38,590,real:OEWS_May2025_state; renormalized to national
25-2052,39,9549,real:OEWS_May2025_state; renormalized to national
25-2052,40,2360,real:OEWS_May2025_state; renormalized to national
25-2052,41,1520,real:OEWS_May2025_state; renormalized to national
25-2052,42,7639,real:OEWS_May2025_state; renormalized to national
25-2052,44,1070,real:OEWS_May2025_state; renormalized to national
25-2052,45,2950,real:OEWS_May2025_state; renormalized to national
25-2052,46,790,real:OEWS_May2025_state; renormalized to national
25-2052,47,3910,real:OEWS_May2025_state; renormalized to national
25-2052,48,56755,real:OEWS_May2025_state; renormalized to national
25-2052,49,1890,real:OEWS_May2025_state; renormalized to national
25-2052,50,770,real:OEWS_May2025_state; renormalized to national
25-2052,51,7439,real:OEWS_May2025_state; renormalized to national
25-2052,53,3450,real:OEWS_May2025_state; renormalized to national
25-2052,54,1690,real:OEWS_May2025_state; renormalized to national
25-2052,55,4279,real:OEWS_May2025_state; renormalized to national
25-2052,56,650,real:OEWS_May2025_state; renormalized to national
25-2057,01,461,real:OEWS_May2025_state; renormalized to national
25-2057,02,200,real:OEWS_May2025_state; renormalized to national
